id,tiempo_key,ubicacion_key,especie_key,autoridad_key,situacion,cantidad
3893,6,57,14,1,INCAUTACIÓN,2
3894,4,22,116,1,INCAUTACIÓN,2
3895,6,22,116,1,INCAUTACIÓN,2
3896,4,22,10,1,INCAUTACIÓN,4
3897,6,22,10,1,INCAUTACIÓN,4
3898,4,22,9,1,INCAUTACIÓN,1
3899,6,22,9,1,INCAUTACIÓN,1
3900,4,22,214,1,INCAUTACIÓN,1
3901,6,22,214,1,INCAUTACIÓN,1
3902,4,22,12,1,INCAUTACIÓN,1
3903,6,22,12,1,INCAUTACIÓN,1
3904,4,85,11,1,INCAUTACIÓN,1
3905,6,85,11,1,INCAUTACIÓN,1
3906,4,39,5,1,INCAUTACIÓN,1
3907,6,39,5,1,INCAUTACIÓN,1
3908,4,19,5,1,INCAUTACIÓN,1
3909,6,19,5,1,INCAUTACIÓN,1
3910,4,233,5,1,INCAUTACIÓN,1
3911,6,233,5,1,INCAUTACIÓN,1
3912,4,171,16,1,INCAUTACIÓN,1
3913,6,171,16,1,INCAUTACIÓN,1
3914,4,177,14,1,INCAUTACIÓN,1
3915,6,177,14,1,INCAUTACIÓN,1
3916,4,57,215,1,INCAUTACIÓN,1
3917,6,57,215,1,INCAUTACIÓN,1
3918,4,57,38,1,INCAUTACIÓN,1
3919,6,57,38,1,INCAUTACIÓN,1
3920,4,22,11,1,INCAUTACIÓN,2
3921,6,22,11,1,INCAUTACIÓN,2
3922,4,57,5,1,INCAUTACIÓN,1
3923,6,57,5,1,INCAUTACIÓN,1
3924,4,55,51,1,INCAUTACIÓN,1
3925,6,55,51,1,INCAUTACIÓN,1
3926,4,55,14,1,INCAUTACIÓN,1
3927,6,55,14,1,INCAUTACIÓN,1
3928,4,239,80,1,INCAUTACIÓN,2
3929,6,239,80,1,INCAUTACIÓN,2
3930,4,42,45,1,INCAUTACIÓN,1
3931,6,42,45,1,INCAUTACIÓN,1
3932,4,39,12,1,INCAUTACIÓN,1
3933,6,39,12,1,INCAUTACIÓN,1
3934,4,39,11,1,INCAUTACIÓN,1
3935,6,39,11,1,INCAUTACIÓN,1
3936,4,264,4,1,INCAUTACIÓN,1
3937,6,264,4,1,INCAUTACIÓN,1
3938,4,21,8,1,INCAUTACIÓN,1
3939,6,21,8,1,INCAUTACIÓN,1
3940,4,265,4,1,INCAUTACIÓN,2
3941,6,265,4,1,INCAUTACIÓN,2
3942,4,86,11,1,INCAUTACIÓN,2
3943,6,86,11,1,INCAUTACIÓN,2
3944,4,86,9,1,INCAUTACIÓN,3
3945,6,86,9,1,INCAUTACIÓN,3
3946,4,86,10,1,INCAUTACIÓN,1
3947,6,86,10,1,INCAUTACIÓN,1
3948,4,257,11,1,INCAUTACIÓN,1
3949,6,257,11,1,INCAUTACIÓN,1
3950,4,9,11,1,INCAUTACIÓN,1
3951,6,9,11,1,INCAUTACIÓN,1
3952,4,44,11,6,INCAUTACIÓN,1
3953,6,44,11,6,INCAUTACIÓN,1
3954,4,44,12,6,INCAUTACIÓN,1
3955,6,44,12,6,INCAUTACIÓN,1
3956,4,57,5,1,INCAUTACIÓN,1
3957,6,57,5,1,INCAUTACIÓN,1
3958,4,266,12,1,INCAUTACIÓN,1
3959,6,266,12,1,INCAUTACIÓN,1
3960,4,267,33,1,INCAUTACIÓN,1
3961,6,267,33,1,INCAUTACIÓN,1
3962,4,22,11,1,INCAUTACIÓN,2
3963,6,22,11,1,INCAUTACIÓN,2
3964,4,110,35,1,INCAUTACIÓN,1
3965,6,110,35,1,INCAUTACIÓN,1
3966,4,50,5,1,INCAUTACIÓN,1
3967,6,50,5,1,INCAUTACIÓN,1
3968,4,55,11,1,INCAUTACIÓN,2
3969,6,55,11,1,INCAUTACIÓN,2
3970,4,55,5,1,INCAUTACIÓN,1
3971,6,55,5,1,INCAUTACIÓN,1
3972,4,55,7,1,INCAUTACIÓN,2
3973,6,55,7,1,INCAUTACIÓN,2
3974,4,55,11,1,INCAUTACIÓN,2
3975,6,55,11,1,INCAUTACIÓN,2
3976,4,55,33,1,INCAUTACIÓN,1
3977,6,55,33,1,INCAUTACIÓN,1
3978,4,55,11,1,INCAUTACIÓN,1
3979,6,55,11,1,INCAUTACIÓN,1
3980,4,55,61,1,INCAUTACIÓN,1
3981,6,55,61,1,INCAUTACIÓN,1
3982,4,55,4,1,INCAUTACIÓN,1
3983,6,55,4,1,INCAUTACIÓN,1
3984,4,55,4,1,INCAUTACIÓN,1
3985,6,55,4,1,INCAUTACIÓN,1
3986,4,55,4,1,INCAUTACIÓN,1
3987,6,55,4,1,INCAUTACIÓN,1
3988,4,55,81,1,INCAUTACIÓN,1
3989,6,55,81,1,INCAUTACIÓN,1
3990,4,30,10,1,INCAUTACIÓN,1
3991,6,30,10,1,INCAUTACIÓN,1
3992,4,174,33,1,INCAUTACIÓN,1
3993,6,174,33,1,INCAUTACIÓN,1
3994,4,228,11,1,INCAUTACIÓN,1
3995,6,228,11,1,INCAUTACIÓN,1
3996,4,228,12,1,INCAUTACIÓN,1
3997,6,228,12,1,INCAUTACIÓN,1
3998,4,38,27,1,INCAUTACIÓN,1
3999,6,38,27,1,INCAUTACIÓN,1
4000,4,55,100,1,INCAUTACIÓN,1
4001,6,55,100,1,INCAUTACIÓN,1
4002,4,55,11,1,INCAUTACIÓN,1
4003,6,55,11,1,INCAUTACIÓN,1
4004,4,55,5,1,INCAUTACIÓN,1
4005,6,55,5,1,INCAUTACIÓN,1
4006,4,1,4,1,INCAUTACIÓN,1
4007,6,1,4,1,INCAUTACIÓN,1
4008,4,57,5,1,INCAUTACIÓN,1
4009,6,57,5,1,INCAUTACIÓN,1
4010,4,6,11,1,INCAUTACIÓN,2
4011,6,6,11,1,INCAUTACIÓN,2
4012,4,75,11,1,INCAUTACIÓN,1
4013,6,75,11,1,INCAUTACIÓN,1
4014,4,53,38,1,INCAUTACIÓN,1
4015,6,53,38,1,INCAUTACIÓN,1
4016,4,79,11,1,INCAUTACIÓN,1
4017,6,79,11,1,INCAUTACIÓN,1
4018,4,259,5,1,INCAUTACIÓN,1
4019,6,259,5,1,INCAUTACIÓN,1
4020,4,42,5,1,INCAUTACIÓN,2
4021,6,42,5,1,INCAUTACIÓN,2
4022,4,252,20,1,INCAUTACIÓN,3
4023,6,252,20,1,INCAUTACIÓN,3
4024,4,18,33,1,INCAUTACIÓN,1
4025,6,18,33,1,INCAUTACIÓN,1
4026,4,57,11,1,INCAUTACIÓN,1
4027,6,57,11,1,INCAUTACIÓN,1
4028,4,57,12,1,INCAUTACIÓN,1
4029,6,57,12,1,INCAUTACIÓN,1
4030,4,57,85,1,INCAUTACIÓN,1
4031,6,57,85,1,INCAUTACIÓN,1
4032,4,57,11,1,INCAUTACIÓN,1
4033,6,57,11,1,INCAUTACIÓN,1
4034,4,268,11,1,INCAUTACIÓN,2
4035,6,268,11,1,INCAUTACIÓN,2
4036,4,87,11,1,INCAUTACIÓN,3
4037,6,87,11,1,INCAUTACIÓN,3
4038,4,87,11,1,INCAUTACIÓN,1
4039,6,87,11,1,INCAUTACIÓN,1
4040,4,24,107,1,INCAUTACIÓN,2
4041,6,24,107,1,INCAUTACIÓN,2
4042,4,24,116,1,INCAUTACIÓN,2
4043,6,24,116,1,INCAUTACIÓN,2
4044,4,24,214,1,INCAUTACIÓN,3
4045,6,24,214,1,INCAUTACIÓN,3
4046,4,24,9,1,INCAUTACIÓN,2
4047,6,24,9,1,INCAUTACIÓN,2
4048,4,65,11,1,INCAUTACIÓN,2
4049,6,65,11,1,INCAUTACIÓN,2
4050,4,9,11,1,INCAUTACIÓN,2
4051,6,9,11,1,INCAUTACIÓN,2
4052,4,189,11,1,INCAUTACIÓN,2
4053,6,189,11,1,INCAUTACIÓN,2
4054,4,22,107,1,INCAUTACIÓN,10
4055,6,22,107,1,INCAUTACIÓN,10
4056,4,50,4,1,INCAUTACIÓN,1
4057,6,50,4,1,INCAUTACIÓN,1
4058,4,87,96,1,INCAUTACIÓN,1
4059,6,87,96,1,INCAUTACIÓN,1
4060,4,87,35,1,INCAUTACIÓN,2
4061,6,87,35,1,INCAUTACIÓN,2
4062,4,87,11,1,INCAUTACIÓN,2
4063,6,87,11,1,INCAUTACIÓN,2
4064,4,87,24,1,INCAUTACIÓN,6
4065,6,87,24,1,INCAUTACIÓN,6
4066,4,253,11,1,INCAUTACIÓN,1
4067,6,253,11,1,INCAUTACIÓN,1
4068,4,85,11,1,INCAUTACIÓN,1
4069,6,85,11,1,INCAUTACIÓN,1
4070,4,269,11,1,INCAUTACIÓN,1
4071,6,269,11,1,INCAUTACIÓN,1
4072,4,77,61,1,INCAUTACIÓN,1
4073,6,77,61,1,INCAUTACIÓN,1
4074,4,87,11,1,INCAUTACIÓN,1
4075,6,87,11,1,INCAUTACIÓN,1
4076,4,39,100,1,INCAUTACIÓN,1
4077,6,39,100,1,INCAUTACIÓN,1
4078,4,39,11,1,INCAUTACIÓN,1
4079,6,39,11,1,INCAUTACIÓN,1
4080,4,39,112,1,INCAUTACIÓN,1
4081,6,39,112,1,INCAUTACIÓN,1
4082,4,39,12,1,INCAUTACIÓN,2
4083,6,39,12,1,INCAUTACIÓN,2
4084,4,39,10,1,INCAUTACIÓN,2
4085,6,39,10,1,INCAUTACIÓN,2
4086,4,131,27,1,INCAUTACIÓN,1
4087,6,131,27,1,INCAUTACIÓN,1
4088,4,22,171,1,INCAUTACIÓN,1
4089,6,22,171,1,INCAUTACIÓN,1
4090,4,22,10,1,INCAUTACIÓN,2
4091,6,22,10,1,INCAUTACIÓN,2
4092,4,22,14,1,INCAUTACIÓN,15
4093,6,22,14,1,INCAUTACIÓN,15
4094,4,22,4,1,INCAUTACIÓN,2
4095,6,22,4,1,INCAUTACIÓN,2
4096,3,19,14,1,ENTREGA VOLUNTARIA,1
4097,3,19,4,2,ENTREGA VOLUNTARIA,1
4098,3,19,28,2,ENTREGA VOLUNTARIA,1
4099,3,21,216,2,ENTREGA VOLUNTARIA,1
4100,3,19,3,2,ENTREGA VOLUNTARIA,1
4101,3,19,7,2,ENTREGA VOLUNTARIA,1
4102,3,19,33,2,ENTREGA VOLUNTARIA,1
4103,3,57,23,2,ENTREGA VOLUNTARIA,1
4104,3,2,3,2,ENTREGA VOLUNTARIA,1
4105,3,38,33,2,ENTREGA VOLUNTARIA,1
4106,3,270,125,2,ENTREGA VOLUNTARIA,1
4107,3,81,21,2,ENTREGA VOLUNTARIA,1
4108,3,75,40,2,ENTREGA VOLUNTARIA,1
4109,3,19,58,2,ENTREGA VOLUNTARIA,1
4110,3,19,15,2,ENTREGA VOLUNTARIA,1
4111,3,64,217,2,ENTREGA VOLUNTARIA,1
4112,3,19,5,2,ENTREGA VOLUNTARIA,1
4113,3,64,7,2,ENTREGA VOLUNTARIA,1
4114,3,19,5,1,ENTREGA VOLUNTARIA,2
4115,3,19,11,2,ENTREGA VOLUNTARIA,1
4116,3,19,218,1,ENTREGA VOLUNTARIA,1
4117,3,19,6,1,ENTREGA VOLUNTARIA,1
4118,3,19,217,1,ENTREGA VOLUNTARIA,1
4119,3,19,4,1,ENTREGA VOLUNTARIA,1
4120,3,19,194,1,ENTREGA VOLUNTARIA,1
4121,3,30,7,1,ENTREGA VOLUNTARIA,1
4122,3,256,217,2,ENTREGA VOLUNTARIA,1
4123,3,19,217,1,ENTREGA VOLUNTARIA,1
4124,3,127,5,1,ENTREGA VOLUNTARIA,1
4125,3,57,126,1,ENTREGA VOLUNTARIA,2
4126,3,30,191,1,ENTREGA VOLUNTARIA,1
4127,3,110,5,1,ENTREGA VOLUNTARIA,1
4128,3,120,219,1,ENTREGA VOLUNTARIA,1
4129,3,30,47,1,ENTREGA VOLUNTARIA,1
4130,3,57,10,1,ENTREGA VOLUNTARIA,2
4131,3,59,29,1,ENTREGA VOLUNTARIA,1
4132,3,57,159,1,ENTREGA VOLUNTARIA,1
4133,3,19,6,2,ENTREGA VOLUNTARIA,1
4134,3,225,60,1,ENTREGA VOLUNTARIA,1
4135,3,42,217,1,ENTREGA VOLUNTARIA,1
4136,3,56,33,2,ENTREGA VOLUNTARIA,1
4137,3,57,21,2,ENTREGA VOLUNTARIA,1
4138,3,19,216,2,ENTREGA VOLUNTARIA,1
4139,3,19,202,2,ENTREGA VOLUNTARIA,1
4140,3,19,202,2,ENTREGA VOLUNTARIA,1
4141,3,38,148,2,ENTREGA VOLUNTARIA,1
4142,3,19,14,2,ENTREGA VOLUNTARIA,1
4143,3,57,45,3,ENTREGA VOLUNTARIA,1
4144,3,123,5,2,ENTREGA VOLUNTARIA,1
4145,3,19,194,2,ENTREGA VOLUNTARIA,1
4146,3,19,194,2,ENTREGA VOLUNTARIA,1
4147,3,19,33,1,ENTREGA VOLUNTARIA,1
4148,3,151,45,1,ENTREGA VOLUNTARIA,1
4149,3,151,6,1,ENTREGA VOLUNTARIA,1
4150,3,14,33,1,ENTREGA VOLUNTARIA,1
4151,3,271,33,1,ENTREGA VOLUNTARIA,1
4152,3,30,5,1,ENTREGA VOLUNTARIA,1
4153,3,50,217,1,ENTREGA VOLUNTARIA,1
4154,3,50,5,1,ENTREGA VOLUNTARIA,1
4155,3,192,38,1,ENTREGA VOLUNTARIA,1
4156,3,11,36,1,ENTREGA VOLUNTARIA,1
4157,3,19,120,2,ENTREGA VOLUNTARIA,1
4158,3,19,52,2,ENTREGA VOLUNTARIA,2
4159,3,123,217,2,ENTREGA VOLUNTARIA,1
4160,3,139,32,2,ENTREGA VOLUNTARIA,1
4161,3,19,78,2,ENTREGA VOLUNTARIA,1
4162,3,19,104,2,ENTREGA VOLUNTARIA,1
4163,3,19,45,2,ENTREGA VOLUNTARIA,1
4164,3,19,4,1,ENTREGA VOLUNTARIA,1
4165,3,19,4,1,ENTREGA VOLUNTARIA,1
4166,3,19,202,1,ENTREGA VOLUNTARIA,1
4167,3,19,157,1,ENTREGA VOLUNTARIA,1
4168,3,214,33,1,ENTREGA VOLUNTARIA,1
4169,3,42,45,1,ENTREGA VOLUNTARIA,2
4170,3,214,4,1,ENTREGA VOLUNTARIA,1
4171,3,214,29,1,ENTREGA VOLUNTARIA,2
4172,3,57,5,1,ENTREGA VOLUNTARIA,1
4173,3,79,33,1,ENTREGA VOLUNTARIA,1
4174,3,57,5,1,ENTREGA VOLUNTARIA,1
4175,3,57,45,1,ENTREGA VOLUNTARIA,1
4176,3,57,14,1,ENTREGA VOLUNTARIA,1
4177,3,272,4,1,ENTREGA VOLUNTARIA,2
4178,3,139,44,1,ENTREGA VOLUNTARIA,1
4179,3,272,20,1,ENTREGA VOLUNTARIA,1
4180,3,273,6,1,ENTREGA VOLUNTARIA,1
4181,3,28,93,1,ENTREGA VOLUNTARIA,1
4182,3,28,33,1,ENTREGA VOLUNTARIA,1
4183,3,19,220,1,ENTREGA VOLUNTARIA,1
4184,3,55,4,1,ENTREGA VOLUNTARIA,1
4185,3,181,33,1,ENTREGA VOLUNTARIA,1
4186,3,181,7,1,ENTREGA VOLUNTARIA,4
4187,3,245,221,1,ENTREGA VOLUNTARIA,1
4188,3,106,20,1,ENTREGA VOLUNTARIA,1
4189,3,219,45,1,ENTREGA VOLUNTARIA,1
4190,3,172,29,1,ENTREGA VOLUNTARIA,2
4191,3,50,5,1,ENTREGA VOLUNTARIA,1
4192,3,50,5,1,ENTREGA VOLUNTARIA,1
4193,3,38,20,1,ENTREGA VOLUNTARIA,1
4194,3,38,72,1,ENTREGA VOLUNTARIA,1
4195,3,38,5,1,ENTREGA VOLUNTARIA,1
4196,3,38,3,1,ENTREGA VOLUNTARIA,1
4197,3,54,154,1,ENTREGA VOLUNTARIA,1
4198,3,274,4,1,ENTREGA VOLUNTARIA,1
4199,3,139,12,1,ENTREGA VOLUNTARIA,1
4200,3,229,4,1,ENTREGA VOLUNTARIA,1
4201,3,139,18,1,ENTREGA VOLUNTARIA,1
4202,3,275,8,1,ENTREGA VOLUNTARIA,1
4203,3,276,222,1,ENTREGA VOLUNTARIA,1
4204,3,277,27,1,ENTREGA VOLUNTARIA,1
4205,3,249,29,1,ENTREGA VOLUNTARIA,2
4206,3,149,11,1,ENTREGA VOLUNTARIA,1
4207,3,149,12,1,ENTREGA VOLUNTARIA,1
4208,3,278,223,1,ENTREGA VOLUNTARIA,1
4209,3,279,4,1,ENTREGA VOLUNTARIA,1
4210,3,38,5,1,ENTREGA VOLUNTARIA,1
4211,3,38,33,1,ENTREGA VOLUNTARIA,1
4212,3,38,83,1,ENTREGA VOLUNTARIA,1
4213,3,50,83,1,ENTREGA VOLUNTARIA,1
4214,3,50,5,1,ENTREGA VOLUNTARIA,2
4215,3,50,5,1,ENTREGA VOLUNTARIA,1
4216,3,131,5,1,ENTREGA VOLUNTARIA,1
4217,3,181,3,1,ENTREGA VOLUNTARIA,2
4218,3,280,35,1,ENTREGA VOLUNTARIA,1
4219,3,181,32,1,ENTREGA VOLUNTARIA,1
4220,3,181,17,1,ENTREGA VOLUNTARIA,1
4221,3,281,4,1,ENTREGA VOLUNTARIA,1
4222,3,50,27,1,ENTREGA VOLUNTARIA,1
4223,3,50,57,1,ENTREGA VOLUNTARIA,1
4224,3,46,202,1,ENTREGA VOLUNTARIA,1
4225,3,2,43,1,ENTREGA VOLUNTARIA,1
4226,3,282,6,1,ENTREGA VOLUNTARIA,1
4227,3,14,202,1,ENTREGA VOLUNTARIA,1
4228,3,42,33,1,ENTREGA VOLUNTARIA,1
4229,3,79,40,1,ENTREGA VOLUNTARIA,19
4230,3,57,5,1,ENTREGA VOLUNTARIA,1
4231,3,189,12,1,ENTREGA VOLUNTARIA,1
4232,3,189,11,1,ENTREGA VOLUNTARIA,1
4233,3,189,103,1,ENTREGA VOLUNTARIA,1
4234,3,134,27,1,ENTREGA VOLUNTARIA,1
4235,3,283,6,1,ENTREGA VOLUNTARIA,1
4236,3,284,11,1,ENTREGA VOLUNTARIA,2
4237,3,285,36,1,ENTREGA VOLUNTARIA,1
4238,3,19,5,1,ENTREGA VOLUNTARIA,1
4239,3,286,6,1,ENTREGA VOLUNTARIA,1
4240,3,205,12,1,ENTREGA VOLUNTARIA,1
4241,3,135,44,1,ENTREGA VOLUNTARIA,1
4242,3,205,12,1,ENTREGA VOLUNTARIA,1
4243,3,214,87,1,ENTREGA VOLUNTARIA,1
4244,3,203,112,1,ENTREGA VOLUNTARIA,1
4245,3,5,155,1,ENTREGA VOLUNTARIA,1
4246,3,62,12,1,ENTREGA VOLUNTARIA,1
4247,3,55,7,1,ENTREGA VOLUNTARIA,1
4248,3,55,51,1,ENTREGA VOLUNTARIA,1
4249,3,55,4,1,ENTREGA VOLUNTARIA,1
4250,3,55,4,1,ENTREGA VOLUNTARIA,1
4251,3,55,92,1,ENTREGA VOLUNTARIA,1
4252,3,57,45,1,ENTREGA VOLUNTARIA,1
4253,3,55,51,1,ENTREGA VOLUNTARIA,2
4254,3,55,7,1,ENTREGA VOLUNTARIA,1
4255,3,55,12,1,ENTREGA VOLUNTARIA,1
4256,3,55,6,1,ENTREGA VOLUNTARIA,1
4257,3,19,217,1,ENTREGA VOLUNTARIA,1
4258,3,55,5,1,ENTREGA VOLUNTARIA,1
4259,3,55,85,1,ENTREGA VOLUNTARIA,6
4260,3,55,60,1,ENTREGA VOLUNTARIA,1
4261,3,55,11,1,ENTREGA VOLUNTARIA,2
4262,3,55,58,1,ENTREGA VOLUNTARIA,1
4263,3,22,53,1,ENTREGA VOLUNTARIA,1
4264,3,55,5,1,ENTREGA VOLUNTARIA,1
4265,3,19,20,1,ENTREGA VOLUNTARIA,1
4266,3,19,16,1,ENTREGA VOLUNTARIA,1
4267,3,19,33,1,ENTREGA VOLUNTARIA,1
4268,3,175,12,1,ENTREGA VOLUNTARIA,1
4269,3,19,40,1,ENTREGA VOLUNTARIA,1
4270,3,19,18,1,ENTREGA VOLUNTARIA,1
4271,3,57,33,1,ENTREGA VOLUNTARIA,1
4272,3,19,40,1,ENTREGA VOLUNTARIA,1
4273,3,19,6,1,ENTREGA VOLUNTARIA,1
4274,3,19,39,1,ENTREGA VOLUNTARIA,1
4275,3,19,33,1,ENTREGA VOLUNTARIA,1
4276,3,19,14,1,ENTREGA VOLUNTARIA,1
4277,3,19,145,1,ENTREGA VOLUNTARIA,1
4278,3,5,194,1,ENTREGA VOLUNTARIA,1
4279,3,116,83,1,ENTREGA VOLUNTARIA,1
4280,3,57,4,1,ENTREGA VOLUNTARIA,1
4281,3,9,14,1,ENTREGA VOLUNTARIA,1
4282,3,156,3,1,ENTREGA VOLUNTARIA,1
4283,3,17,127,1,ENTREGA VOLUNTARIA,1
4284,3,57,5,1,ENTREGA VOLUNTARIA,1
4285,3,14,5,1,ENTREGA VOLUNTARIA,1
4286,3,2,5,2,ENTREGA VOLUNTARIA,1
4287,3,14,57,1,ENTREGA VOLUNTARIA,1
4288,3,146,14,1,ENTREGA VOLUNTARIA,1
4289,3,61,5,1,ENTREGA VOLUNTARIA,1
4290,3,166,224,1,ENTREGA VOLUNTARIA,1
4291,3,42,5,1,ENTREGA VOLUNTARIA,1
4292,3,43,205,1,ENTREGA VOLUNTARIA,1
4293,3,57,5,2,ENTREGA VOLUNTARIA,1
4294,3,5,5,1,ENTREGA VOLUNTARIA,1
4295,3,1,27,1,ENTREGA VOLUNTARIA,1
4296,3,43,36,1,ENTREGA VOLUNTARIA,1
4297,3,42,12,1,ENTREGA VOLUNTARIA,1
4298,3,57,5,1,ENTREGA VOLUNTARIA,1
4299,3,57,5,1,ENTREGA VOLUNTARIA,1
4300,3,21,4,1,ENTREGA VOLUNTARIA,1
4301,3,75,127,1,ENTREGA VOLUNTARIA,1
4302,3,30,33,1,ENTREGA VOLUNTARIA,1
4303,3,42,33,1,ENTREGA VOLUNTARIA,1
4304,3,5,5,1,ENTREGA VOLUNTARIA,1
4305,3,52,5,1,ENTREGA VOLUNTARIA,1
4306,3,57,14,1,ENTREGA VOLUNTARIA,1
4307,3,19,18,1,ENTREGA VOLUNTARIA,1
4308,3,19,33,1,ENTREGA VOLUNTARIA,1
4309,3,116,5,1,ENTREGA VOLUNTARIA,1
4310,3,130,5,1,ENTREGA VOLUNTARIA,1
4311,3,252,225,1,ENTREGA VOLUNTARIA,1
4312,3,5,33,1,ENTREGA VOLUNTARIA,1
4313,3,73,93,1,ENTREGA VOLUNTARIA,1
4314,3,42,5,1,ENTREGA VOLUNTARIA,1
4315,3,287,5,1,ENTREGA VOLUNTARIA,1
4316,3,288,5,1,ENTREGA VOLUNTARIA,1
4317,3,11,5,1,ENTREGA VOLUNTARIA,1
4318,3,131,5,1,ENTREGA VOLUNTARIA,1
4319,3,289,6,1,ENTREGA VOLUNTARIA,1
4320,3,123,226,1,ENTREGA VOLUNTARIA,1
4321,3,57,5,1,ENTREGA VOLUNTARIA,1
4322,3,38,83,1,ENTREGA VOLUNTARIA,1
4323,3,290,33,1,ENTREGA VOLUNTARIA,1
4324,3,255,43,1,ENTREGA VOLUNTARIA,1
4325,3,132,45,1,ENTREGA VOLUNTARIA,1
4326,3,19,59,1,ENTREGA VOLUNTARIA,1
4327,3,18,5,1,ENTREGA VOLUNTARIA,1
4328,3,77,20,1,ENTREGA VOLUNTARIA,1
4329,3,5,15,1,ENTREGA VOLUNTARIA,1
4330,3,5,131,1,ENTREGA VOLUNTARIA,1
4331,3,42,5,1,ENTREGA VOLUNTARIA,1
4332,3,19,127,1,ENTREGA VOLUNTARIA,1
4333,3,19,5,1,ENTREGA VOLUNTARIA,1
4334,3,19,5,1,ENTREGA VOLUNTARIA,1
4335,3,78,5,1,ENTREGA VOLUNTARIA,1
4336,3,42,110,1,ENTREGA VOLUNTARIA,2
4337,3,30,5,1,ENTREGA VOLUNTARIA,1
4338,3,57,189,1,ENTREGA VOLUNTARIA,1
4339,3,42,127,1,ENTREGA VOLUNTARIA,1
4340,3,212,6,1,ENTREGA VOLUNTARIA,1
4341,3,55,135,1,ENTREGA VOLUNTARIA,1
4342,3,151,134,1,ENTREGA VOLUNTARIA,1
4343,3,57,5,1,ENTREGA VOLUNTARIA,1
4344,3,38,5,1,ENTREGA VOLUNTARIA,1
4345,3,74,201,1,ENTREGA VOLUNTARIA,1
4346,3,291,24,1,ENTREGA VOLUNTARIA,5
4347,3,214,14,1,ENTREGA VOLUNTARIA,1
4348,3,68,7,1,ENTREGA VOLUNTARIA,2
4349,3,147,64,1,ENTREGA VOLUNTARIA,2
4350,3,62,12,1,ENTREGA VOLUNTARIA,2
4351,3,62,5,1,ENTREGA VOLUNTARIA,1
4352,3,214,15,1,ENTREGA VOLUNTARIA,1
4353,3,135,11,1,ENTREGA VOLUNTARIA,1
4354,3,292,4,1,ENTREGA VOLUNTARIA,2
4355,3,214,39,1,ENTREGA VOLUNTARIA,1
4356,3,214,34,1,ENTREGA VOLUNTARIA,1
4357,3,135,34,1,ENTREGA VOLUNTARIA,1
4358,3,214,4,1,ENTREGA VOLUNTARIA,2
4359,3,113,4,1,ENTREGA VOLUNTARIA,1
4360,3,113,4,1,ENTREGA VOLUNTARIA,1
4361,3,214,4,1,ENTREGA VOLUNTARIA,2
4362,3,214,111,1,ENTREGA VOLUNTARIA,1
4363,3,293,6,1,ENTREGA VOLUNTARIA,1
4364,3,62,5,1,ENTREGA VOLUNTARIA,1
4365,3,113,15,1,ENTREGA VOLUNTARIA,1
4366,3,294,12,1,ENTREGA VOLUNTARIA,1
4367,3,294,11,1,ENTREGA VOLUNTARIA,1
4368,3,294,33,1,ENTREGA VOLUNTARIA,1
4369,3,62,227,1,ENTREGA VOLUNTARIA,1
4370,3,135,217,1,ENTREGA VOLUNTARIA,1
4371,3,62,58,1,ENTREGA VOLUNTARIA,1
4372,3,54,45,1,ENTREGA VOLUNTARIA,1
4373,3,30,7,1,ENTREGA VOLUNTARIA,1
4374,3,30,33,1,ENTREGA VOLUNTARIA,1
4375,3,30,33,1,ENTREGA VOLUNTARIA,1
4376,3,30,58,1,ENTREGA VOLUNTARIA,1
4377,3,30,51,1,ENTREGA VOLUNTARIA,2
4378,3,255,5,1,ENTREGA VOLUNTARIA,1
4379,3,156,3,1,ENTREGA VOLUNTARIA,1
4380,3,259,5,1,ENTREGA VOLUNTARIA,1
4381,3,77,33,1,ENTREGA VOLUNTARIA,1
4382,3,255,5,1,ENTREGA VOLUNTARIA,1
4383,3,19,33,1,ENTREGA VOLUNTARIA,1
4384,3,57,33,1,ENTREGA VOLUNTARIA,1
4385,3,24,5,1,ENTREGA VOLUNTARIA,1
4386,3,19,33,1,ENTREGA VOLUNTARIA,1
4387,3,42,14,1,ENTREGA VOLUNTARIA,1
4388,3,22,4,1,ENTREGA VOLUNTARIA,1
4389,3,30,33,1,ENTREGA VOLUNTARIA,1
4390,3,77,5,1,ENTREGA VOLUNTARIA,1
4391,3,11,151,1,ENTREGA VOLUNTARIA,1
4392,3,40,6,1,ENTREGA VOLUNTARIA,1
4393,3,65,3,1,ENTREGA VOLUNTARIA,1
4394,3,256,33,1,ENTREGA VOLUNTARIA,5
4395,3,295,64,1,ENTREGA VOLUNTARIA,1
4396,3,82,183,1,ENTREGA VOLUNTARIA,1
4397,3,2,5,1,ENTREGA VOLUNTARIA,1
4398,3,18,124,1,ENTREGA VOLUNTARIA,1
4399,3,57,228,1,ENTREGA VOLUNTARIA,1
4400,3,19,33,1,ENTREGA VOLUNTARIA,1
4401,3,19,3,2,ENTREGA VOLUNTARIA,1
4402,3,30,157,1,ENTREGA VOLUNTARIA,1
4403,3,72,33,1,ENTREGA VOLUNTARIA,1
4404,3,19,81,1,ENTREGA VOLUNTARIA,1
4405,3,57,5,1,ENTREGA VOLUNTARIA,1
4406,3,153,125,1,ENTREGA VOLUNTARIA,1
4407,3,17,43,1,ENTREGA VOLUNTARIA,1
4408,3,42,110,1,ENTREGA VOLUNTARIA,1
